predicted_label	confidence	ensemble_agreement
2	0.921171	1.000000
1	0.910681	1.000000
2	0.971952	1.000000
4	0.946113	1.000000
3	0.999849	1.000000
3	0.942025	1.000000
2	0.962569	1.000000
4	0.511172	1.000000
3	0.998990	1.000000
1	0.998342	1.000000
2	0.962006	1.000000
2	0.825985	1.000000
3	0.996018	1.000000
4	0.895153	1.000000
1	0.983196	1.000000
2	0.972372	1.000000
1	0.997061	1.000000
2	0.935976	1.000000
4	0.664425	1.000000
2	0.668580	1.000000
2	0.852976	1.000000
1	0.998106	1.000000
4	0.528352	0.750000
4	0.838320	1.000000
4	0.732540	1.000000
2	0.825226	1.000000
3	0.999734	1.000000
4	0.499127	0.500000
3	0.952305	1.000000
1	0.990320	1.000000
3	0.999470	1.000000
4	0.577770	1.000000
3	0.982404	1.000000
2	0.920864	1.000000
3	0.870989	1.000000
1	0.960871	1.000000
2	0.789016	1.000000
3	0.999615	1.000000
3	0.999811	1.000000
2	0.985033	1.000000
2	0.669542	1.000000
3	0.876995	1.000000
1	0.962682	1.000000
1	0.991628	1.000000
3	0.994855	1.000000
1	0.929040	1.000000
2	0.962688	1.000000
3	0.999910	1.000000
1	0.870530	1.000000
2	0.969133	1.000000
1	0.998545	1.000000
4	0.827550	1.000000
3	0.998516	1.000000
2	0.852710	1.000000
3	0.995502	1.000000
2	0.744636	1.000000
2	0.993861	1.000000
3	0.999927	1.000000
4	0.803310	1.000000
3	0.988397	1.000000
3	0.986600	1.000000
2	0.995873	1.000000
3	0.998749	1.000000
1	0.986870	1.000000
1	0.919123	1.000000
1	0.816538	1.000000
2	0.965055	1.000000
1	0.484648	0.750000
2	0.965270	1.000000
2	0.876195	1.000000
4	0.933620	1.000000
1	0.924689	1.000000
3	0.727627	1.000000
4	0.880693	1.000000
1	0.986435	1.000000
1	0.938268	1.000000
3	0.996328	1.000000
4	0.891624	1.000000
1	0.973567	1.000000
1	0.991911	1.000000
4	0.888483	1.000000
3	0.960868	1.000000
3	0.887058	1.000000
1	0.999176	1.000000
1	0.974388	1.000000
1	0.968944	1.000000
1	0.998322	1.000000
1	0.959227	1.000000
3	0.974220	1.000000
4	0.766599	1.000000
1	0.999582	1.000000
4	0.724633	1.000000
3	0.999901	1.000000
4	0.856859	1.000000
4	0.913415	1.000000
1	0.971694	1.000000
3	0.972632	1.000000
1	0.935666	1.000000
3	0.998570	1.000000
3	0.997640	1.000000
1	0.471478	0.750000
2	0.843633	1.000000
3	0.800556	1.000000
2	0.981694	1.000000
3	0.985417	1.000000
1	0.907833	1.000000
3	0.714052	1.000000
4	0.869992	1.000000
2	0.993900	1.000000
3	0.999148	1.000000
1	0.998921	1.000000
4	0.850164	1.000000
3	0.985602	1.000000
4	0.541421	1.000000
2	0.991550	1.000000
4	0.864924	1.000000
3	0.986537	1.000000
2	0.885832	1.000000
3	0.995130	1.000000
2	0.951528	1.000000
2	0.948307	1.000000
4	0.675429	1.000000
1	0.879634	1.000000
1	0.999096	1.000000
3	0.998816	1.000000
4	0.584797	0.750000
1	0.977223	1.000000
1	0.995467	1.000000
1	0.776317	1.000000
2	0.884042	1.000000
3	0.997309	1.000000
1	0.995279	1.000000
2	0.974142	1.000000
1	0.996798	1.000000
1	0.999430	1.000000
1	0.974993	1.000000
3	0.999682	1.000000
4	0.874475	1.000000
3	0.999320	1.000000
3	0.999885	1.000000
1	0.969196	1.000000
3	0.999682	1.000000
3	0.971531	1.000000
2	0.964725	1.000000
1	0.999854	1.000000
2	0.961850	1.000000
2	0.645575	1.000000
1	0.974512	1.000000
1	0.998320	1.000000
1	0.999507	1.000000
1	0.851274	1.000000
2	0.650306	0.875000
4	0.710689	1.000000
1	0.999737	1.000000
3	0.999400	1.000000
3	0.814207	1.000000
1	0.998307	1.000000
3	0.866738	1.000000
1	0.976172	1.000000
1	0.997277	1.000000
1	0.996680	1.000000
3	0.849968	1.000000
2	0.872301	1.000000
3	0.996220	1.000000
1	0.979147	1.000000
1	0.934430	1.000000
2	0.968514	1.000000
2	0.892839	1.000000
2	0.569131	0.875000
4	0.949458	1.000000
3	0.999967	1.000000
2	0.997257	1.000000
4	0.769069	1.000000
2	0.994694	1.000000
2	0.992432	1.000000
1	0.998981	1.000000
1	0.975118	1.000000
3	0.999468	1.000000
2	0.663818	1.000000
1	0.998759	1.000000
1	0.777576	1.000000
2	0.992652	1.000000
1	0.697505	1.000000
2	0.747364	1.000000
4	0.875047	1.000000
3	0.998817	1.000000
1	0.817801	1.000000
4	0.798187	1.000000
2	0.967912	1.000000
2	0.944196	1.000000
4	0.971631	1.000000
2	0.987469	1.000000
2	0.949783	1.000000
3	0.971916	1.000000
3	0.950461	1.000000
4	0.756832	1.000000
1	0.987138	1.000000
2	0.894786	1.000000
4	0.616305	0.875000
4	0.816112	1.000000
3	0.665853	1.000000
2	0.991916	1.000000
4	0.382068	0.875000
3	0.999963	1.000000
2	0.559289	0.625000
3	0.983506	1.000000
3	0.988689	1.000000
1	0.528591	0.625000
1	0.612296	1.000000
2	0.875126	1.000000
3	0.999114	1.000000
3	0.999594	1.000000
3	0.686536	1.000000
3	0.983164	1.000000
2	0.986406	1.000000
2	0.843490	1.000000
1	0.736817	1.000000
1	0.999518	1.000000
1	0.995601	1.000000
1	0.998810	1.000000
2	0.985451	1.000000
1	0.985448	1.000000
4	0.919214	1.000000
1	0.978000	1.000000
1	0.998492	1.000000
2	0.936326	1.000000
1	0.993215	1.000000
3	0.975295	1.000000
3	0.997719	1.000000
3	0.987441	1.000000
2	0.825554	1.000000
1	0.497744	0.875000
3	0.998734	1.000000
1	0.994519	1.000000
3	0.959452	1.000000
3	0.999206	1.000000
1	0.999409	1.000000
3	0.614555	1.000000
2	0.944368	1.000000
1	0.996704	1.000000
3	0.945623	1.000000
4	0.677977	1.000000
3	0.998818	1.000000
2	0.997273	1.000000
1	0.997218	1.000000
1	0.992700	1.000000
2	0.857481	1.000000
1	0.842696	1.000000
3	0.998940	1.000000
1	0.619102	1.000000
4	0.621795	1.000000
2	0.937030	1.000000
1	0.994070	1.000000
2	0.917902	1.000000
2	0.954994	1.000000
1	0.999061	1.000000
3	0.626909	1.000000
2	0.540551	1.000000
2	0.652818	1.000000
1	0.999560	1.000000
1	0.625987	1.000000
1	0.995619	1.000000
1	0.887306	1.000000
4	0.566700	0.875000
2	0.792772	1.000000
4	0.773782	1.000000
1	0.999585	1.000000
2	0.927951	1.000000
4	0.689837	1.000000
3	0.553920	0.750000
3	0.895829	1.000000
3	0.996342	1.000000
3	0.901697	1.000000
3	0.782576	1.000000
3	0.992636	1.000000
1	0.997896	1.000000
2	0.674946	1.000000
2	0.988788	1.000000
1	0.982103	1.000000
2	0.563068	0.875000
1	0.998577	1.000000
3	0.996674	1.000000
1	0.873718	1.000000
1	0.764357	1.000000
1	0.996731	1.000000
4	0.932228	1.000000
1	0.989059	1.000000
3	0.998327	1.000000
1	0.997838	1.000000
2	0.517578	0.500000
2	0.997421	1.000000
2	0.813190	1.000000
2	0.968231	1.000000
1	0.868632	1.000000
1	0.921963	1.000000
3	0.961008	1.000000
2	0.988365	1.000000
1	0.995065	1.000000
1	0.998337	1.000000
4	0.907848	1.000000
2	0.968992	1.000000
1	0.885561	1.000000
3	0.998654	1.000000
3	0.799666	1.000000
3	0.995055	1.000000
1	0.755336	1.000000
4	0.465186	0.750000
3	0.997147	1.000000
2	0.956737	1.000000
1	0.998284	1.000000
1	0.993450	1.000000
1	0.843841	1.000000
3	0.999770	1.000000
3	0.998927	1.000000
3	0.983426	1.000000
4	0.548073	0.875000
4	0.578659	0.875000
2	0.972673	1.000000
2	0.939970	1.000000
1	0.998170	1.000000
1	0.960772	1.000000
2	0.977906	1.000000
3	0.959482	1.000000
4	0.681771	1.000000
1	0.994782	1.000000
3	0.987785	1.000000
1	0.787296	1.000000
3	0.988452	1.000000
3	0.976295	1.000000
1	0.983597	1.000000
1	0.974703	1.000000
2	0.767068	1.000000
2	0.932699	1.000000
1	0.996356	1.000000
3	0.996730	1.000000
2	0.975303	1.000000
1	0.982798	1.000000
1	0.999036	1.000000
1	0.999637	1.000000
2	0.978153	1.000000
1	0.995997	1.000000
3	0.999874	1.000000
1	0.999329	1.000000
2	0.814647	1.000000
2	0.989706	1.000000
2	0.977339	1.000000
1	0.984035	1.000000
3	0.958273	1.000000
4	0.563263	0.625000
2	0.580478	1.000000
1	0.999421	1.000000
1	0.999495	1.000000
3	0.953294	1.000000
2	0.937565	1.000000
4	0.730035	1.000000
3	0.997869	1.000000
3	0.954397	1.000000
2	0.988021	1.000000
2	0.665080	1.000000
2	0.995660	1.000000
3	0.982484	1.000000
2	0.893654	1.000000
1	0.998726	1.000000
1	0.988116	1.000000
3	0.996959	1.000000
1	0.998326	1.000000
3	0.999875	1.000000
1	0.999928	1.000000
2	0.879580	1.000000
1	0.969175	1.000000
3	0.993966	1.000000
4	0.992987	1.000000
1	0.997681	1.000000
1	0.997420	1.000000
2	0.941964	1.000000
4	0.820071	1.000000
3	0.999901	1.000000
1	0.999821	1.000000
1	0.961612	1.000000
1	0.994061	1.000000
3	0.761314	1.000000
4	0.526903	0.750000
3	0.962210	1.000000
2	0.887624	1.000000
2	0.967808	1.000000
1	0.754064	1.000000
2	0.997982	1.000000
4	0.708088	1.000000
1	0.991652	1.000000
1	0.999019	1.000000
3	0.880515	1.000000
1	0.980656	1.000000
4	0.731762	1.000000
4	0.930393	1.000000
3	0.987346	1.000000
3	0.999700	1.000000
3	0.994492	1.000000
1	0.997372	1.000000
1	0.989130	1.000000
3	0.998491	1.000000
1	0.999893	1.000000
4	0.930847	1.000000
1	0.610270	1.000000
2	0.699553	1.000000
1	0.998111	1.000000
2	0.885563	1.000000
1	0.996655	1.000000
3	0.973884	1.000000
3	0.998024	1.000000
2	0.972504	1.000000
1	0.912937	1.000000
1	0.997640	1.000000
1	0.665103	1.000000
3	0.980494	1.000000
2	0.986912	1.000000
2	0.996966	1.000000
2	0.464999	1.000000
1	0.984445	1.000000
3	0.998899	1.000000
3	0.999905	1.000000
1	0.989173	1.000000
2	0.946104	1.000000
3	0.908797	1.000000
2	0.826585	1.000000
4	0.978707	1.000000
1	0.947084	1.000000
1	0.999382	1.000000
4	0.968871	1.000000
3	0.992484	1.000000
1	0.971067	1.000000
1	0.985871	1.000000
1	0.993185	1.000000
4	0.957950	1.000000
1	0.999752	1.000000
3	0.980094	1.000000
2	0.970779	1.000000
4	0.451933	0.875000
3	0.995707	1.000000
1	0.980629	1.000000
1	0.999810	1.000000
1	0.996691	1.000000
3	0.998823	1.000000
1	0.991490	1.000000
3	0.994533	1.000000
2	0.915904	1.000000
2	0.848634	1.000000
2	0.935703	1.000000
3	0.997022	1.000000
2	0.884040	1.000000
3	0.999961	1.000000
3	0.996334	1.000000
1	0.999480	1.000000
1	0.999699	1.000000
2	0.999479	1.000000
3	0.999413	1.000000
3	0.999876	1.000000
3	0.997710	1.000000
3	0.999947	1.000000
2	0.946300	1.000000
1	0.991762	1.000000
4	0.684744	1.000000
1	0.979645	1.000000
2	0.815667	1.000000
1	0.999440	1.000000
3	0.995527	1.000000
1	0.992863	1.000000
2	0.997729	1.000000
2	0.993698	1.000000
2	0.976898	1.000000
2	0.994839	1.000000
1	0.959688	1.000000
2	0.922257	1.000000
3	0.997262	1.000000
1	0.979027	1.000000
4	0.820905	1.000000
3	0.880924	1.000000
3	0.998006	1.000000
1	0.996124	1.000000
3	0.998116	1.000000
1	0.631391	0.875000
2	0.895493	1.000000
4	0.919471	1.000000
3	0.996258	1.000000
1	0.991947	1.000000
3	0.999963	1.000000
1	0.589050	1.000000
3	0.928695	1.000000
2	0.990332	1.000000
2	0.452659	0.500000
3	0.903301	1.000000
4	0.985440	1.000000
3	0.999828	1.000000
3	0.998615	1.000000
1	0.994820	1.000000
4	0.563850	1.000000
3	0.999580	1.000000
2	0.982396	1.000000
1	0.999332	1.000000
3	0.999988	1.000000
1	0.995129	1.000000
1	0.884960	1.000000
1	0.886577	1.000000
4	0.736525	1.000000
1	0.994552	1.000000
3	0.999267	1.000000
3	0.999018	1.000000
3	0.995313	1.000000
3	0.999969	1.000000
1	0.996737	1.000000
3	0.787285	1.000000
1	0.963080	1.000000
3	0.686141	1.000000
1	0.991307	1.000000
2	0.945122	1.000000
1	0.993658	1.000000
4	0.505337	1.000000
3	0.868528	1.000000
3	0.999107	1.000000
1	0.539209	0.875000
4	0.626186	1.000000
3	0.989366	1.000000
3	0.784810	1.000000
1	0.991500	1.000000
1	0.999701	1.000000
4	0.543113	0.750000
2	0.937594	1.000000
4	0.757666	1.000000
1	0.981958	1.000000
2	0.984166	1.000000
3	0.998041	1.000000
3	0.999935	1.000000
3	0.998683	1.000000
3	0.999893	1.000000
1	0.990915	1.000000
3	0.975631	1.000000
3	0.971253	1.000000
3	0.984921	1.000000
1	0.987300	1.000000
3	0.952551	1.000000
2	0.963305	1.000000
1	0.999453	1.000000
1	0.722530	1.000000
2	0.933471	1.000000
3	0.967668	1.000000
3	0.999994	1.000000
3	0.988802	1.000000
1	0.972223	1.000000
4	0.749473	1.000000
4	0.868566	1.000000
2	0.953347	1.000000
2	0.983583	1.000000
1	0.950196	1.000000
3	0.999680	1.000000
3	0.986984	1.000000
2	0.976540	1.000000
4	0.502964	0.625000
2	0.952306	1.000000
4	0.992973	1.000000
1	0.995602	1.000000
2	0.993222	1.000000
3	0.999545	1.000000
3	0.998917	1.000000
4	0.572454	1.000000
3	0.998902	1.000000
3	0.997583	1.000000
4	0.559054	1.000000
3	0.999855	1.000000
3	0.983535	1.000000
2	0.834261	1.000000
3	0.980769	1.000000
1	0.999896	1.000000
1	0.519073	0.875000
2	0.967367	1.000000
1	0.995328	1.000000
3	0.959303	1.000000
1	0.907315	1.000000
2	0.942075	1.000000
2	0.965990	1.000000
3	0.392027	0.375000
4	0.484646	1.000000
1	0.753993	1.000000
1	0.947939	1.000000
3	0.990566	1.000000
3	0.999459	1.000000
1	0.889233	1.000000
2	0.846176	1.000000
1	0.992981	1.000000
4	0.761266	1.000000
2	0.988324	1.000000
3	0.996873	1.000000
2	0.985359	1.000000
3	0.997405	1.000000
2	0.987068	1.000000
1	0.999655	1.000000
2	0.993867	1.000000
3	0.998778	1.000000
3	0.861837	1.000000
3	0.986762	1.000000
1	0.990689	1.000000
3	0.993211	1.000000
4	0.748784	1.000000
1	0.907885	1.000000
3	0.993263	1.000000
1	0.995732	1.000000
1	0.874273	1.000000
1	0.964276	1.000000
1	0.999052	1.000000
1	0.872404	1.000000
2	0.714769	1.000000
3	0.998798	1.000000
1	0.989035	1.000000
4	0.907192	1.000000
2	0.837490	1.000000
1	0.998008	1.000000
1	0.788761	1.000000
2	0.630699	1.000000
3	0.916954	1.000000
2	0.659269	0.875000
2	0.986867	1.000000
3	0.999870	1.000000
3	0.997705	1.000000
4	0.878898	1.000000
1	0.999495	1.000000
1	0.995383	1.000000
4	0.906979	1.000000
3	0.989065	1.000000
1	0.999121	1.000000
4	0.644292	1.000000
2	0.767288	1.000000
3	0.948527	1.000000
2	0.776560	1.000000
1	0.979249	1.000000
3	0.950777	1.000000
4	0.923399	1.000000
1	0.998442	1.000000
3	0.999891	1.000000
4	0.586983	1.000000
1	0.995218	1.000000
1	0.943947	1.000000
1	0.716085	1.000000
1	0.999869	1.000000
4	0.955206	1.000000
3	0.994646	1.000000
2	0.948930	1.000000
2	0.949578	1.000000
1	0.998781	1.000000
1	0.979118	1.000000
3	0.999790	1.000000
1	0.999251	1.000000
4	0.970437	1.000000
1	0.999767	1.000000
3	0.999465	1.000000
4	0.768956	1.000000
1	0.937676	1.000000
4	0.670918	1.000000
1	0.998309	1.000000
3	0.932401	1.000000
1	0.999467	1.000000
1	0.999349	1.000000
2	0.943972	1.000000
1	0.969075	1.000000
3	0.985633	1.000000
1	0.992146	1.000000
2	0.931767	1.000000
3	0.999998	1.000000
3	0.911284	1.000000
2	0.972552	1.000000
2	0.719636	1.000000
2	0.989501	1.000000
1	0.997649	1.000000
2	0.947251	1.000000
3	0.990164	1.000000
4	0.590984	1.000000
2	0.855434	1.000000
1	0.664204	1.000000
3	0.996282	1.000000
2	0.544109	0.875000
1	0.995853	1.000000
1	0.999376	1.000000
3	0.940422	1.000000
4	0.590834	1.000000
2	0.864775	1.000000
4	0.917143	1.000000
1	0.994410	1.000000
2	0.993013	1.000000
1	0.980925	1.000000
2	0.903486	1.000000
1	0.999018	1.000000
4	0.769391	1.000000
2	0.904863	1.000000
2	0.586539	1.000000
2	0.966199	1.000000
3	0.530298	1.000000
1	0.987618	1.000000
3	0.964293	1.000000
4	0.814361	1.000000
1	0.997360	1.000000
1	0.998969	1.000000
3	0.999204	1.000000
2	0.968492	1.000000
1	0.822189	1.000000
1	0.944940	1.000000
2	0.985907	1.000000
1	0.986247	1.000000
2	0.989815	1.000000
1	0.948684	1.000000
1	0.952155	1.000000
1	0.995691	1.000000
3	0.984997	1.000000
2	0.985834	1.000000
1	0.996201	1.000000
3	0.914318	1.000000
3	0.998854	1.000000
1	0.999319	1.000000
1	0.994502	1.000000
4	0.557862	0.750000
3	0.996343	1.000000
2	0.698935	1.000000
1	0.996283	1.000000
2	0.962466	1.000000
