predicted_label	confidence	ensemble_agreement
1	0.418911	1.000000
1	0.397563	1.000000
2	0.368991	0.750000
2	0.493839	1.000000
2	0.535501	1.000000
3	0.677032	1.000000
3	0.476113	1.000000
1	0.654335	1.000000
3	0.458365	1.000000
3	0.482273	1.000000
1	0.359592	0.875000
1	0.451661	1.000000
2	0.408685	1.000000
2	0.457618	1.000000
3	0.834186	1.000000
1	0.300061	0.875000
2	0.398268	1.000000
1	0.317268	0.375000
2	0.385144	1.000000
3	0.744516	1.000000
3	0.521129	1.000000
1	0.471152	1.000000
3	0.633991	1.000000
2	0.351068	1.000000
1	0.781601	1.000000
1	0.632314	1.000000
1	0.625747	1.000000
2	0.350343	1.000000
2	0.434228	1.000000
3	0.617577	1.000000
3	0.438635	1.000000
2	0.371436	1.000000
3	0.614140	1.000000
3	0.635379	1.000000
1	0.384919	0.875000
2	0.450339	1.000000
2	0.430063	1.000000
1	0.303555	0.625000
4	0.353578	1.000000
3	0.326793	1.000000
2	0.425293	1.000000
2	0.402117	1.000000
2	0.408363	1.000000
3	0.792974	1.000000
2	0.354672	1.000000
2	0.409715	1.000000
3	0.676814	1.000000
3	0.596229	1.000000
1	0.684952	1.000000
2	0.300103	1.000000
2	0.449542	1.000000
2	0.334942	1.000000
1	0.584714	1.000000
2	0.494912	1.000000
1	0.575587	1.000000
3	0.694349	1.000000
2	0.465076	1.000000
2	0.435966	1.000000
3	0.449033	1.000000
3	0.744152	1.000000
4	0.306725	0.625000
1	0.582526	1.000000
3	0.766538	1.000000
4	0.383676	1.000000
2	0.401548	1.000000
1	0.436719	1.000000
1	0.694574	1.000000
1	0.651841	1.000000
2	0.502314	1.000000
1	0.690237	1.000000
3	0.551564	1.000000
2	0.379839	1.000000
4	0.306190	1.000000
3	0.796139	1.000000
3	0.491845	1.000000
2	0.369507	1.000000
3	0.655735	1.000000
1	0.315361	1.000000
1	0.652565	1.000000
1	0.433429	1.000000
1	0.608415	1.000000
2	0.378599	1.000000
3	0.363280	1.000000
2	0.316676	0.750000
1	0.578042	1.000000
1	0.570078	1.000000
2	0.363451	1.000000
2	0.472867	1.000000
1	0.676575	1.000000
3	0.332793	1.000000
3	0.556483	1.000000
1	0.493971	1.000000
4	0.327770	0.625000
3	0.621921	1.000000
1	0.634183	1.000000
3	0.705106	1.000000
3	0.536849	1.000000
1	0.670505	1.000000
2	0.450078	1.000000
2	0.335489	0.500000
3	0.595328	1.000000
1	0.738924	1.000000
1	0.549170	1.000000
2	0.402457	1.000000
2	0.362573	1.000000
3	0.638764	1.000000
1	0.575257	1.000000
1	0.479156	1.000000
3	0.651246	1.000000
4	0.350600	1.000000
3	0.784274	1.000000
1	0.494617	1.000000
1	0.444651	1.000000
1	0.430862	1.000000
3	0.709844	1.000000
1	0.680721	1.000000
3	0.612622	1.000000
2	0.390886	1.000000
2	0.430883	1.000000
2	0.295308	0.625000
3	0.547142	1.000000
3	0.281269	1.000000
1	0.706706	1.000000
1	0.563546	1.000000
2	0.406324	1.000000
2	0.360225	1.000000
1	0.731019	1.000000
1	0.323717	1.000000
4	0.335370	0.750000
2	0.435840	1.000000
1	0.448545	1.000000
2	0.396265	1.000000
3	0.503873	1.000000
3	0.774001	1.000000
3	0.402215	1.000000
1	0.679959	1.000000
3	0.519933	1.000000
4	0.359124	1.000000
1	0.328796	1.000000
3	0.593585	1.000000
3	0.679757	1.000000
1	0.263037	0.625000
2	0.390178	1.000000
4	0.339080	1.000000
2	0.411978	1.000000
4	0.318542	0.625000
3	0.740945	1.000000
3	0.661021	1.000000
1	0.296969	0.625000
1	0.410711	1.000000
3	0.423280	1.000000
3	0.327692	1.000000
4	0.330505	0.750000
1	0.366535	1.000000
3	0.513215	1.000000
3	0.571634	1.000000
3	0.305588	0.750000
1	0.737243	1.000000
4	0.343308	1.000000
1	0.453228	1.000000
2	0.401861	1.000000
1	0.373004	1.000000
1	0.517966	1.000000
3	0.811964	1.000000
4	0.313539	0.625000
1	0.678558	1.000000
1	0.332773	1.000000
1	0.436944	1.000000
1	0.496801	1.000000
2	0.398167	1.000000
2	0.317089	0.625000
1	0.657011	1.000000
3	0.652198	1.000000
1	0.452741	1.000000
2	0.322572	1.000000
1	0.526095	1.000000
2	0.431605	1.000000
2	0.384875	1.000000
1	0.495753	1.000000
3	0.705223	1.000000
3	0.493243	1.000000
3	0.744641	1.000000
1	0.425536	1.000000
1	0.642089	1.000000
3	0.708646	1.000000
1	0.381358	1.000000
1	0.406212	1.000000
2	0.262098	0.750000
1	0.325600	1.000000
1	0.415486	1.000000
2	0.489001	1.000000
2	0.288419	0.875000
1	0.452567	1.000000
4	0.356628	0.500000
1	0.500237	1.000000
1	0.415285	1.000000
4	0.272433	0.500000
4	0.353842	1.000000
2	0.503988	1.000000
1	0.566262	1.000000
2	0.502187	1.000000
1	0.712931	1.000000
1	0.588913	1.000000
2	0.311092	0.875000
3	0.546201	1.000000
2	0.336158	0.500000
1	0.523346	1.000000
2	0.415720	1.000000
1	0.490685	1.000000
3	0.655206	1.000000
3	0.369526	1.000000
1	0.479835	1.000000
2	0.384403	1.000000
3	0.371203	1.000000
4	0.392543	1.000000
3	0.475524	1.000000
2	0.495166	1.000000
1	0.282776	0.875000
3	0.397055	1.000000
1	0.417986	1.000000
1	0.574589	1.000000
1	0.638971	1.000000
2	0.408863	0.875000
3	0.626987	1.000000
1	0.480657	1.000000
3	0.304830	0.875000
1	0.544391	1.000000
3	0.682332	1.000000
3	0.543299	1.000000
2	0.362393	1.000000
1	0.357434	1.000000
1	0.472242	1.000000
2	0.416116	1.000000
1	0.504523	1.000000
2	0.442704	1.000000
1	0.664850	1.000000
2	0.358309	1.000000
2	0.386983	1.000000
3	0.794170	1.000000
2	0.385395	1.000000
3	0.523670	1.000000
3	0.514803	1.000000
2	0.368699	1.000000
1	0.369062	1.000000
1	0.515254	1.000000
2	0.373436	1.000000
3	0.528638	1.000000
3	0.564339	1.000000
2	0.415731	1.000000
1	0.425692	1.000000
1	0.445408	1.000000
3	0.663799	1.000000
1	0.465556	1.000000
3	0.536656	1.000000
4	0.398090	0.750000
1	0.683192	1.000000
1	0.392113	1.000000
1	0.414689	1.000000
4	0.337640	0.875000
1	0.828179	1.000000
1	0.667898	1.000000
1	0.501707	1.000000
3	0.771374	1.000000
3	0.488654	1.000000
1	0.721999	1.000000
1	0.318462	0.875000
2	0.367653	0.875000
2	0.421714	1.000000
3	0.742266	1.000000
1	0.477141	1.000000
2	0.374241	1.000000
4	0.421355	1.000000
1	0.359838	1.000000
2	0.334921	1.000000
2	0.356473	1.000000
1	0.471542	1.000000
1	0.432493	1.000000
1	0.501970	1.000000
1	0.528965	1.000000
1	0.770173	1.000000
3	0.731074	1.000000
1	0.502199	1.000000
3	0.513328	1.000000
4	0.420166	1.000000
2	0.269750	0.500000
3	0.562105	1.000000
1	0.810275	1.000000
1	0.703232	1.000000
2	0.351664	1.000000
4	0.365960	0.750000
4	0.384049	0.750000
3	0.671014	1.000000
1	0.423839	1.000000
2	0.325686	0.750000
3	0.738218	1.000000
2	0.446466	1.000000
1	0.732995	1.000000
2	0.430225	1.000000
3	0.373454	1.000000
3	0.525412	1.000000
1	0.496795	1.000000
1	0.624544	1.000000
4	0.282481	0.625000
1	0.531367	1.000000
2	0.436919	1.000000
1	0.550626	1.000000
1	0.335325	1.000000
1	0.738089	1.000000
2	0.398287	1.000000
4	0.398119	1.000000
2	0.419482	1.000000
2	0.301090	1.000000
3	0.324129	0.750000
4	0.361020	1.000000
1	0.404081	1.000000
1	0.320998	1.000000
1	0.287668	0.875000
2	0.411972	1.000000
2	0.430197	1.000000
2	0.485289	1.000000
2	0.274906	0.750000
1	0.632546	1.000000
3	0.617283	1.000000
1	0.617789	1.000000
2	0.432825	1.000000
3	0.468731	1.000000
3	0.630839	1.000000
1	0.713941	1.000000
3	0.796695	1.000000
3	0.592502	1.000000
3	0.607979	1.000000
1	0.501899	1.000000
4	0.279250	0.875000
3	0.670293	1.000000
1	0.681152	1.000000
1	0.748178	1.000000
1	0.525710	1.000000
1	0.776913	1.000000
1	0.419520	1.000000
1	0.368053	1.000000
3	0.551946	1.000000
3	0.396250	1.000000
1	0.393469	1.000000
4	0.293785	0.750000
1	0.599830	1.000000
1	0.433558	1.000000
3	0.645081	1.000000
1	0.549766	1.000000
1	0.620852	1.000000
2	0.317090	1.000000
1	0.496587	1.000000
3	0.745329	1.000000
2	0.300588	1.000000
2	0.322636	1.000000
4	0.353514	1.000000
2	0.328757	1.000000
2	0.316582	1.000000
3	0.359088	1.000000
3	0.295774	1.000000
1	0.346868	1.000000
2	0.348760	1.000000
1	0.526223	1.000000
1	0.487517	1.000000
2	0.381576	1.000000
1	0.600142	1.000000
3	0.412392	1.000000
3	0.348711	1.000000
2	0.471799	1.000000
1	0.645953	1.000000
1	0.328257	1.000000
1	0.687264	1.000000
1	0.293583	0.875000
4	0.350274	1.000000
1	0.298296	0.875000
3	0.643235	1.000000
1	0.437561	1.000000
3	0.663232	1.000000
2	0.417098	1.000000
3	0.564819	1.000000
1	0.420706	1.000000
4	0.310331	1.000000
1	0.810845	1.000000
2	0.428013	1.000000
4	0.354036	1.000000
3	0.522267	1.000000
3	0.364308	1.000000
1	0.516669	1.000000
1	0.591338	1.000000
1	0.724843	1.000000
1	0.669417	1.000000
2	0.364672	1.000000
1	0.720712	1.000000
3	0.589030	1.000000
2	0.392295	0.875000
1	0.596069	1.000000
1	0.558719	1.000000
2	0.326176	1.000000
3	0.436585	1.000000
1	0.299246	1.000000
3	0.494189	1.000000
1	0.449058	1.000000
1	0.372554	0.875000
1	0.858942	1.000000
1	0.681926	1.000000
3	0.376246	1.000000
1	0.574195	1.000000
3	0.593442	1.000000
2	0.315896	1.000000
1	0.712463	1.000000
1	0.709694	1.000000
1	0.545167	1.000000
1	0.494604	1.000000
2	0.289567	0.750000
2	0.409098	1.000000
1	0.431571	1.000000
1	0.569133	1.000000
1	0.529595	1.000000
3	0.318032	1.000000
3	0.828158	1.000000
1	0.581488	1.000000
3	0.524838	1.000000
1	0.322696	1.000000
3	0.416154	1.000000
1	0.739693	1.000000
3	0.454163	1.000000
3	0.330643	1.000000
1	0.519419	1.000000
2	0.408686	1.000000
1	0.740454	1.000000
1	0.469234	1.000000
2	0.323680	1.000000
2	0.528205	1.000000
2	0.327917	0.750000
1	0.767363	1.000000
3	0.454715	1.000000
2	0.413097	1.000000
3	0.296035	0.875000
2	0.324295	1.000000
1	0.266809	0.375000
3	0.604078	1.000000
1	0.541615	1.000000
1	0.666874	1.000000
1	0.407911	1.000000
2	0.328831	1.000000
1	0.612387	1.000000
1	0.550961	1.000000
1	0.686772	1.000000
2	0.411032	1.000000
1	0.546410	1.000000
1	0.490701	1.000000
2	0.409502	1.000000
1	0.676098	1.000000
3	0.676776	1.000000
3	0.713483	1.000000
3	0.506918	1.000000
3	0.301574	1.000000
3	0.437843	1.000000
1	0.611627	1.000000
1	0.776569	1.000000
2	0.357477	1.000000
2	0.372907	1.000000
1	0.403278	1.000000
2	0.507407	1.000000
1	0.484947	1.000000
2	0.351476	1.000000
1	0.563492	1.000000
3	0.567042	1.000000
1	0.525753	1.000000
3	0.295763	0.750000
1	0.479671	1.000000
3	0.452696	1.000000
1	0.589336	1.000000
1	0.452430	1.000000
2	0.402262	1.000000
1	0.558660	1.000000
2	0.454113	1.000000
1	0.377722	1.000000
2	0.366976	1.000000
3	0.638407	1.000000
1	0.839007	1.000000
2	0.358048	1.000000
4	0.396732	1.000000
3	0.554604	1.000000
1	0.630423	1.000000
3	0.397093	1.000000
1	0.359350	0.750000
4	0.415538	1.000000
1	0.416360	1.000000
2	0.370598	1.000000
1	0.404739	1.000000
2	0.352258	1.000000
1	0.596951	1.000000
1	0.484622	1.000000
3	0.646849	1.000000
3	0.694691	1.000000
1	0.397165	1.000000
3	0.341526	1.000000
2	0.499479	1.000000
1	0.581066	1.000000
3	0.343258	1.000000
4	0.276748	1.000000
3	0.684642	1.000000
1	0.697281	1.000000
1	0.514756	1.000000
1	0.498770	1.000000
4	0.354414	0.875000
1	0.634552	1.000000
1	0.415867	1.000000
4	0.415397	0.375000
2	0.296904	0.875000
2	0.347776	1.000000
2	0.399470	1.000000
1	0.365638	0.875000
1	0.340460	1.000000
1	0.331056	1.000000
3	0.718119	1.000000
2	0.374269	1.000000
2	0.366258	1.000000
1	0.703208	1.000000
1	0.688722	1.000000
1	0.476883	1.000000
2	0.531925	1.000000
3	0.344879	1.000000
1	0.437209	1.000000
1	0.631273	1.000000
2	0.321142	0.625000
1	0.484997	1.000000
1	0.481837	1.000000
3	0.587144	1.000000
2	0.380355	1.000000
3	0.791351	1.000000
1	0.520899	1.000000
1	0.331495	1.000000
1	0.372248	1.000000
2	0.342641	0.750000
2	0.362131	1.000000
1	0.438594	1.000000
4	0.434893	1.000000
3	0.655375	1.000000
1	0.477805	1.000000
1	0.428919	1.000000
3	0.729015	1.000000
3	0.537844	1.000000
3	0.357958	1.000000
2	0.394145	1.000000
1	0.485920	1.000000
1	0.566125	1.000000
3	0.566363	1.000000
2	0.390242	1.000000
3	0.612765	1.000000
2	0.340229	0.625000
2	0.470472	1.000000
2	0.383210	1.000000
2	0.395467	1.000000
1	0.620550	1.000000
3	0.413897	1.000000
2	0.385319	1.000000
1	0.440627	1.000000
2	0.392747	1.000000
2	0.371477	1.000000
1	0.524477	1.000000
3	0.665574	1.000000
2	0.479481	1.000000
1	0.408615	1.000000
3	0.381188	0.750000
2	0.494495	1.000000
2	0.432906	1.000000
4	0.488466	1.000000
4	0.417314	0.875000
1	0.426496	1.000000
2	0.365488	1.000000
2	0.412131	1.000000
1	0.376441	1.000000
3	0.509905	1.000000
2	0.489587	1.000000
2	0.463974	1.000000
3	0.751561	1.000000
3	0.367131	1.000000
3	0.605598	1.000000
2	0.413221	1.000000
4	0.365737	1.000000
1	0.317111	1.000000
1	0.578108	1.000000
1	0.627829	1.000000
3	0.497005	1.000000
4	0.378740	0.875000
2	0.345384	1.000000
2	0.510707	1.000000
3	0.782782	1.000000
3	0.713142	1.000000
1	0.349648	1.000000
4	0.389425	1.000000
1	0.537531	1.000000
1	0.585208	1.000000
3	0.482439	1.000000
3	0.703844	1.000000
2	0.298511	0.750000
3	0.405831	1.000000
2	0.387497	1.000000
1	0.647598	1.000000
3	0.427150	0.750000
1	0.628844	1.000000
1	0.500642	1.000000
1	0.315627	1.000000
1	0.463120	1.000000
1	0.578196	1.000000
3	0.332002	0.750000
1	0.498310	1.000000
1	0.638925	1.000000
1	0.571589	1.000000
3	0.809052	1.000000
2	0.571314	1.000000
1	0.513176	1.000000
2	0.372431	1.000000
3	0.394539	1.000000
1	0.325504	1.000000
1	0.393300	1.000000
2	0.389990	1.000000
2	0.454408	1.000000
3	0.778794	1.000000
1	0.454968	1.000000
2	0.405202	1.000000
1	0.689416	1.000000
3	0.729391	1.000000
3	0.464808	1.000000
1	0.536236	1.000000
2	0.497361	1.000000
1	0.342676	1.000000
3	0.312298	0.750000
3	0.395706	0.750000
1	0.558365	1.000000
2	0.401772	1.000000
1	0.559627	1.000000
1	0.617790	1.000000
2	0.324450	1.000000
2	0.344232	0.875000
2	0.468097	1.000000
1	0.329673	1.000000
1	0.356830	1.000000
1	0.566048	1.000000
3	0.711156	1.000000
1	0.584724	1.000000
2	0.374753	1.000000
1	0.643219	1.000000
3	0.721250	1.000000
1	0.497785	1.000000
1	0.435498	1.000000
2	0.414859	1.000000
2	0.411323	1.000000
2	0.424281	1.000000
1	0.295632	0.625000
1	0.328146	0.875000
3	0.616536	1.000000
2	0.348461	1.000000
1	0.384427	1.000000
2	0.339535	0.750000
3	0.702336	1.000000
2	0.538332	1.000000
1	0.437635	1.000000
1	0.442881	1.000000
1	0.362799	1.000000
2	0.339069	0.750000
1	0.690994	1.000000
3	0.382894	1.000000
2	0.456963	1.000000
2	0.305371	1.000000
3	0.448979	1.000000
3	0.385809	1.000000
2	0.312184	1.000000
3	0.419918	1.000000
1	0.346479	1.000000
2	0.379301	1.000000
4	0.299612	0.875000
1	0.476659	1.000000
3	0.364857	1.000000
3	0.660828	1.000000
2	0.380607	1.000000
1	0.365252	0.750000
2	0.335429	0.750000
2	0.447832	1.000000
1	0.382410	1.000000
3	0.448772	1.000000
2	0.458100	1.000000
4	0.341280	1.000000
1	0.641995	1.000000
4	0.377138	0.750000
2	0.289506	0.750000
3	0.449993	1.000000
3	0.702309	1.000000
2	0.499834	1.000000
1	0.457242	1.000000
1	0.738482	1.000000
2	0.458617	1.000000
3	0.605212	1.000000
3	0.773140	1.000000
1	0.632973	1.000000
2	0.353950	1.000000
1	0.620336	1.000000
2	0.377550	1.000000
3	0.498115	1.000000
3	0.538835	1.000000
1	0.689384	1.000000
1	0.437554	1.000000
3	0.505596	1.000000
2	0.285200	0.625000
3	0.292439	1.000000
3	0.606988	1.000000
3	0.387105	1.000000
3	0.622584	1.000000
1	0.454678	1.000000
4	0.402696	1.000000
1	0.715216	1.000000
3	0.346791	1.000000
1	0.497650	1.000000
2	0.319370	1.000000
2	0.371184	1.000000
1	0.383626	1.000000
3	0.664512	1.000000
2	0.455061	1.000000
4	0.287843	0.625000
3	0.464057	1.000000
1	0.509327	1.000000
1	0.529783	1.000000
1	0.680342	1.000000
1	0.563315	1.000000
1	0.415780	1.000000
2	0.383439	1.000000
3	0.613289	1.000000
1	0.470247	1.000000
3	0.592864	1.000000
4	0.437496	1.000000
3	0.575947	1.000000
1	0.604101	1.000000
1	0.334973	1.000000
2	0.430431	1.000000
2	0.360773	1.000000
1	0.607811	1.000000
4	0.405730	1.000000
2	0.475716	1.000000
2	0.432716	1.000000
3	0.525590	1.000000
1	0.437772	1.000000
3	0.472497	1.000000
4	0.333721	0.750000
3	0.864248	1.000000
2	0.423699	1.000000
3	0.562273	1.000000
3	0.645902	1.000000
1	0.675830	1.000000
2	0.364312	1.000000
1	0.475149	1.000000
1	0.509116	1.000000
3	0.472852	1.000000
3	0.627021	1.000000
1	0.525016	1.000000
2	0.351220	0.875000
1	0.615549	1.000000
2	0.335120	0.375000
2	0.396866	1.000000
3	0.336520	0.875000
3	0.588428	1.000000
1	0.449504	1.000000
1	0.359105	1.000000
3	0.464746	1.000000
2	0.326826	0.875000
1	0.343400	0.875000
2	0.472762	1.000000
2	0.337275	1.000000
2	0.332970	1.000000
1	0.419141	1.000000
2	0.356701	1.000000
1	0.616150	1.000000
1	0.568923	1.000000
3	0.353139	1.000000
2	0.396266	1.000000
1	0.520317	1.000000
1	0.419019	1.000000
3	0.731799	1.000000
1	0.858012	1.000000
3	0.307080	1.000000
1	0.513943	1.000000
4	0.443184	1.000000
4	0.362736	0.875000
4	0.431201	1.000000
2	0.334723	1.000000
1	0.436581	1.000000
1	0.381273	1.000000
1	0.648079	1.000000
1	0.320866	0.500000
1	0.582468	1.000000
1	0.637087	1.000000
1	0.815155	1.000000
2	0.395534	1.000000
4	0.370836	1.000000
2	0.441339	1.000000
3	0.506273	1.000000
2	0.390149	1.000000
2	0.284136	0.875000
1	0.280909	1.000000
3	0.394031	1.000000
4	0.409035	1.000000
2	0.476248	1.000000
2	0.414686	1.000000
1	0.490615	1.000000
3	0.694085	1.000000
2	0.308850	0.750000
3	0.606509	1.000000
4	0.298804	1.000000
1	0.633213	1.000000
1	0.478681	1.000000
1	0.744503	1.000000
2	0.511613	1.000000
1	0.518799	1.000000
3	0.517024	1.000000
1	0.377593	1.000000
1	0.458978	1.000000
1	0.510153	1.000000
1	0.603327	1.000000
3	0.724704	1.000000
1	0.596249	1.000000
4	0.369831	1.000000
1	0.391792	1.000000
2	0.483825	1.000000
3	0.338183	0.500000
3	0.745037	1.000000
2	0.325414	0.750000
2	0.444586	1.000000
2	0.399315	0.875000
2	0.368405	1.000000
1	0.476479	1.000000
1	0.628867	1.000000
3	0.731372	1.000000
3	0.548255	1.000000
3	0.625574	1.000000
2	0.367156	1.000000
1	0.646218	1.000000
3	0.511407	1.000000
2	0.318255	0.750000
1	0.417561	1.000000
2	0.562027	1.000000
3	0.372563	0.750000
1	0.469061	1.000000
1	0.513037	1.000000
4	0.307276	0.750000
1	0.685232	1.000000
3	0.604403	1.000000
3	0.449819	1.000000
4	0.380714	1.000000
3	0.309674	0.875000
3	0.377951	1.000000
3	0.821818	1.000000
1	0.378555	1.000000
2	0.451526	1.000000
2	0.425416	1.000000
4	0.369479	1.000000
1	0.429873	1.000000
1	0.461064	1.000000
1	0.318016	1.000000
1	0.416698	1.000000
2	0.345481	0.625000
3	0.412827	1.000000
1	0.416700	1.000000
2	0.396102	1.000000
3	0.457534	1.000000
1	0.467215	1.000000
1	0.665259	1.000000
4	0.296953	1.000000
2	0.384350	1.000000
1	0.380119	1.000000
1	0.619389	1.000000
3	0.380960	1.000000
2	0.357317	1.000000
4	0.354484	0.875000
2	0.332409	0.750000
2	0.426193	1.000000
1	0.393201	1.000000
1	0.473644	1.000000
3	0.593344	1.000000
3	0.520785	1.000000
3	0.327480	1.000000
2	0.358545	1.000000
3	0.693711	1.000000
1	0.512493	1.000000
3	0.341608	1.000000
2	0.400287	0.750000
2	0.375801	1.000000
1	0.355184	0.875000
2	0.369532	0.750000
2	0.380870	1.000000
1	0.686734	1.000000
3	0.748263	1.000000
1	0.595489	1.000000
3	0.428450	1.000000
3	0.788496	1.000000
1	0.438296	1.000000
2	0.406528	1.000000
1	0.521542	1.000000
3	0.410043	1.000000
1	0.352352	1.000000
2	0.414450	1.000000
1	0.496328	1.000000
1	0.438602	1.000000
1	0.541699	1.000000
1	0.531470	1.000000
2	0.461485	1.000000
2	0.351724	0.875000
1	0.382163	1.000000
2	0.437588	1.000000
1	0.570985	1.000000
4	0.335894	0.875000
3	0.604050	1.000000
4	0.322781	1.000000
1	0.336204	1.000000
1	0.533795	1.000000
1	0.416746	1.000000
1	0.364721	1.000000
2	0.454075	1.000000
2	0.517100	1.000000
3	0.473741	1.000000
1	0.411720	1.000000
3	0.492437	1.000000
3	0.550080	1.000000
3	0.494306	1.000000
3	0.282721	0.500000
2	0.315447	0.875000
3	0.507327	1.000000
3	0.344551	0.625000
2	0.471401	1.000000
2	0.301700	0.750000
2	0.405816	1.000000
3	0.352039	1.000000
1	0.303435	1.000000
3	0.755726	1.000000
3	0.833359	1.000000
3	0.325811	0.500000
1	0.362837	1.000000
3	0.635671	1.000000
3	0.738483	1.000000
1	0.443359	1.000000
1	0.517199	1.000000
4	0.324576	0.500000
1	0.691574	1.000000
2	0.273006	1.000000
2	0.379585	1.000000
1	0.655309	1.000000
2	0.421521	1.000000
2	0.399350	1.000000
3	0.739000	1.000000
1	0.411997	0.875000
4	0.289238	1.000000
1	0.567668	1.000000
1	0.404603	1.000000
3	0.842283	1.000000
1	0.622997	1.000000
1	0.416487	1.000000
3	0.596730	1.000000
3	0.682037	1.000000
4	0.277424	0.625000
1	0.364951	1.000000
2	0.457414	1.000000
3	0.663642	1.000000
1	0.405846	1.000000
1	0.414075	1.000000
1	0.539605	1.000000
2	0.395030	1.000000
1	0.514762	1.000000
1	0.327256	1.000000
2	0.291389	1.000000
1	0.311438	1.000000
2	0.502325	1.000000
3	0.424959	0.875000
2	0.470429	1.000000
1	0.683517	1.000000
2	0.421285	1.000000
2	0.420042	1.000000
1	0.385660	1.000000
4	0.328470	0.750000
2	0.446394	1.000000
1	0.461355	1.000000
3	0.399203	1.000000
1	0.711216	1.000000
1	0.527538	1.000000
3	0.278463	0.625000
2	0.374739	1.000000
1	0.633454	1.000000
2	0.296996	0.625000
3	0.915505	1.000000
1	0.392380	0.750000
1	0.410947	1.000000
4	0.295061	0.750000
3	0.296953	1.000000
2	0.495154	1.000000
3	0.406523	1.000000
2	0.380437	1.000000
1	0.411131	1.000000
1	0.382086	1.000000
1	0.393257	1.000000
2	0.321190	0.875000
1	0.656732	1.000000
2	0.401731	1.000000
2	0.298531	0.875000
1	0.801514	1.000000
3	0.345115	1.000000
3	0.719752	1.000000
3	0.656529	1.000000
3	0.531653	1.000000
1	0.428472	1.000000
2	0.514706	1.000000
1	0.660389	1.000000
1	0.424313	1.000000
3	0.590995	1.000000
1	0.490368	1.000000
3	0.777789	1.000000
1	0.698182	1.000000
4	0.371792	1.000000
3	0.287316	0.750000
1	0.426679	1.000000
3	0.614742	1.000000
4	0.282220	0.750000
4	0.359772	0.500000
2	0.416632	1.000000
3	0.273365	0.500000
4	0.339721	1.000000
2	0.449139	1.000000
2	0.345404	1.000000
2	0.426337	1.000000
1	0.692122	1.000000
4	0.330792	0.875000
4	0.268354	0.875000
3	0.415147	1.000000
3	0.552395	1.000000
2	0.354934	1.000000
2	0.339330	1.000000
1	0.524056	1.000000
2	0.364384	1.000000
1	0.696194	1.000000
2	0.376752	1.000000
3	0.618765	1.000000
3	0.320255	0.875000
3	0.654264	1.000000
3	0.499974	1.000000
3	0.501925	1.000000
2	0.404041	0.625000
1	0.421721	1.000000
2	0.538454	1.000000
3	0.584512	1.000000
1	0.409422	1.000000
2	0.425921	1.000000
4	0.362839	1.000000
1	0.572833	1.000000
3	0.572056	1.000000
2	0.412535	1.000000
1	0.425391	1.000000
3	0.795821	1.000000
1	0.286114	1.000000
2	0.392085	1.000000
1	0.287082	0.750000
1	0.445727	1.000000
1	0.418058	1.000000
3	0.478561	1.000000
2	0.401320	1.000000
