predicted_label	confidence	ensemble_agreement
1	0.854634	1.000000
1	0.786004	1.000000
3	0.999855	1.000000
1	0.997861	1.000000
3	0.696770	1.000000
3	0.509997	0.500000
4	0.991113	1.000000
4	0.946948	1.000000
4	0.981533	1.000000
2	0.907786	1.000000
1	0.988141	1.000000
1	0.894840	1.000000
1	0.998650	1.000000
1	0.968127	1.000000
1	0.994810	1.000000
1	0.999022	1.000000
1	0.986540	1.000000
4	0.839984	1.000000
4	0.856364	1.000000
2	0.916060	1.000000
3	0.997956	1.000000
2	0.911602	1.000000
3	0.966817	1.000000
2	0.372949	0.625000
3	0.986038	1.000000
4	0.962444	1.000000
2	0.932116	1.000000
2	0.977121	1.000000
1	0.993592	1.000000
3	0.998574	1.000000
4	0.649602	1.000000
3	0.978891	1.000000
4	0.946209	1.000000
1	0.993277	1.000000
3	0.731492	1.000000
1	0.997953	1.000000
2	0.995196	1.000000
3	0.599300	1.000000
3	0.991232	1.000000
1	0.959835	1.000000
1	0.901497	1.000000
1	0.978564	1.000000
1	0.988279	1.000000
3	0.998717	1.000000
1	0.900319	1.000000
4	0.967790	1.000000
1	0.961764	1.000000
2	0.948681	1.000000
1	0.633800	1.000000
3	0.999094	1.000000
4	0.858499	1.000000
2	0.773626	1.000000
4	0.942578	1.000000
2	0.810219	1.000000
3	0.676577	1.000000
1	0.994291	1.000000
3	0.997983	1.000000
3	0.986917	1.000000
3	0.987772	1.000000
2	0.936838	1.000000
1	0.976498	1.000000
3	0.998636	1.000000
4	0.544381	0.875000
3	0.527152	0.750000
2	0.981299	1.000000
3	0.989708	1.000000
1	0.601289	1.000000
1	0.816030	1.000000
4	0.650780	1.000000
1	0.998730	1.000000
3	0.976861	1.000000
3	0.969894	1.000000
4	0.906831	1.000000
3	0.942955	1.000000
3	0.999056	1.000000
3	0.998341	1.000000
1	0.945596	1.000000
2	0.958612	1.000000
2	0.798686	1.000000
4	0.958402	1.000000
1	0.990501	1.000000
1	0.984274	1.000000
2	0.443122	0.875000
1	0.943211	1.000000
4	0.778670	1.000000
3	0.913614	1.000000
1	0.899661	1.000000
2	0.722479	1.000000
3	0.975575	1.000000
1	0.997224	1.000000
1	0.995872	1.000000
3	0.606488	1.000000
4	0.874793	1.000000
4	0.778673	1.000000
1	0.994747	1.000000
3	0.839469	1.000000
2	0.862469	1.000000
4	0.715897	1.000000
4	0.724126	1.000000
2	0.749554	1.000000
1	0.899644	1.000000
1	0.986109	1.000000
3	0.998163	1.000000
3	0.997505	1.000000
3	0.886582	1.000000
2	0.540656	0.625000
3	0.998865	1.000000
1	0.995539	1.000000
3	0.917346	1.000000
4	0.543630	0.750000
2	0.918406	1.000000
3	0.877044	1.000000
4	0.758552	1.000000
2	0.987742	1.000000
1	0.996096	1.000000
3	0.999534	1.000000
3	0.499707	0.375000
3	0.993502	1.000000
3	0.999864	1.000000
1	0.877537	1.000000
2	0.968583	1.000000
3	0.632251	1.000000
3	0.989694	1.000000
1	0.801402	1.000000
2	0.865056	1.000000
1	0.823363	1.000000
1	0.966193	1.000000
1	0.986975	1.000000
1	0.994160	1.000000
2	0.939571	1.000000
4	0.559518	1.000000
3	0.935829	1.000000
2	0.946099	1.000000
1	0.984622	1.000000
4	0.658095	1.000000
3	0.995231	1.000000
4	0.896801	1.000000
3	0.627857	1.000000
1	0.954964	1.000000
1	0.627260	1.000000
1	0.600914	1.000000
2	0.932810	1.000000
2	0.892469	1.000000
3	0.956676	1.000000
1	0.992792	1.000000
3	0.991664	1.000000
3	0.999053	1.000000
3	0.992945	1.000000
3	0.900031	1.000000
4	0.872533	1.000000
3	0.979079	1.000000
1	0.731006	1.000000
2	0.610969	1.000000
3	0.524786	0.750000
4	0.845223	1.000000
3	0.850552	1.000000
3	0.398952	0.875000
3	0.999618	1.000000
3	0.999903	1.000000
2	0.869452	1.000000
1	0.657288	1.000000
3	0.994519	1.000000
3	0.999835	1.000000
3	0.815772	1.000000
1	0.984559	1.000000
4	0.863346	1.000000
1	0.998766	1.000000
3	0.839634	1.000000
2	0.898270	1.000000
1	0.995832	1.000000
2	0.967671	1.000000
2	0.979437	1.000000
3	0.998952	1.000000
1	0.949860	1.000000
4	0.605826	1.000000
1	0.993038	1.000000
1	0.885419	1.000000
3	0.999855	1.000000
1	0.982556	1.000000
1	0.984665	1.000000
3	0.997858	1.000000
3	0.996250	1.000000
4	0.476904	1.000000
1	0.897795	1.000000
2	0.995903	1.000000
3	0.998389	1.000000
1	0.654712	1.000000
3	0.909287	1.000000
1	0.840477	1.000000
2	0.881748	1.000000
1	0.965090	1.000000
2	0.700202	1.000000
4	0.665003	1.000000
1	0.923941	1.000000
2	0.975380	1.000000
3	0.983859	1.000000
2	0.968895	1.000000
1	0.997370	1.000000
2	0.958599	1.000000
2	0.941881	1.000000
1	0.953830	1.000000
4	0.582412	1.000000
2	0.976956	1.000000
3	0.605945	1.000000
3	0.903266	1.000000
1	0.997884	1.000000
1	0.990122	1.000000
3	0.474118	0.500000
2	0.673936	1.000000
1	0.943994	1.000000
2	0.572576	0.875000
3	0.999939	1.000000
3	0.889580	1.000000
1	0.990993	1.000000
4	0.768529	1.000000
1	0.677897	1.000000
2	0.966070	1.000000
3	0.514207	0.500000
2	0.933551	1.000000
1	0.962895	1.000000
4	0.817428	1.000000
3	0.869315	1.000000
4	0.755102	1.000000
1	0.986492	1.000000
2	0.892359	1.000000
2	0.461286	0.875000
1	0.998551	1.000000
3	0.873920	1.000000
3	0.995706	1.000000
3	0.998652	1.000000
3	0.957150	1.000000
3	0.622142	1.000000
2	0.875419	1.000000
1	0.993369	1.000000
1	0.915471	1.000000
3	0.992022	1.000000
1	0.997958	1.000000
3	0.999554	1.000000
1	0.990911	1.000000
4	0.869026	1.000000
1	0.624804	1.000000
1	0.924852	1.000000
3	0.996752	1.000000
4	0.839102	1.000000
4	0.968403	1.000000
2	0.898013	1.000000
4	0.590261	1.000000
4	0.918091	1.000000
2	0.980745	1.000000
2	0.919350	1.000000
2	0.922306	1.000000
1	0.974954	1.000000
4	0.644294	1.000000
4	0.862145	1.000000
3	0.987873	1.000000
3	0.980366	1.000000
2	0.887406	1.000000
4	0.648563	1.000000
1	0.544038	0.750000
4	0.769065	1.000000
1	0.986034	1.000000
2	0.938335	1.000000
3	0.995080	1.000000
2	0.518467	1.000000
3	0.999676	1.000000
3	0.774615	1.000000
3	0.998112	1.000000
4	0.661816	1.000000
3	0.916133	1.000000
2	0.915794	1.000000
3	0.998912	1.000000
1	0.884184	1.000000
2	0.882025	1.000000
4	0.794528	1.000000
1	0.663765	1.000000
3	0.996168	1.000000
2	0.947395	1.000000
1	0.926657	1.000000
3	0.999396	1.000000
3	0.923372	1.000000
4	0.511640	0.500000
1	0.837850	1.000000
1	0.923621	1.000000
1	0.645624	1.000000
3	0.968754	1.000000
2	0.994068	1.000000
